state_county,Population,Race_White,Race_Black,Race_Asian,Race_Native,Race_Hispanic,Race_Multi,Alone_65,Under18,Over65,UnderHS,Ed_HSDiploma,Ed_SomeCollege,Ed_Assoc,Ed_Degree
"VA, Salem",25301,85.58,6.85,1.57,0.22,2.38,1.48,5.82,322118669.0,276924758.0,175718481.0,468902927.0,338634403.0,184296532.0,452067389.0
"VA, Scott",21566,104.73,0.63,0.16,0.22,1.09,0.7,6.6,193664405.0,197803783.0,186595070.0,381654796.0,209477675.0,91716316.0,133574628.0
"VA, Shenandoah",43616,86.86,1.6,0.48,0.16,5.91,1.56,5.85,1823788211.0,1535010600.0,1076162429.0,3148208114.0,1684726009.0,685418461.0,1702798299.0
"VA, Smyth",30104,101.79,2.09,0.27,0.14,1.75,1.02,6.26,569125452.0,495175578.0,454484905.0,1029138354.0,599212895.0,246137830.0,399203424.0
"VA, Southampton",17631,63.17,39.1,0.26,0.29,1.15,1.48,4.67,115636969.0,83463744.0,83339445.0,163508307.0,144608404.0,55735822.0,100871535.0
"VA, Spotsylvania",136215,64.66,13.43,2.03,0.24,6.81,2.98,2.48,70286400589.0,25020778955.0,22335939078.0,74513122071.0,55643168219.0,20037033075.0,80214928048.0
"VA, Stafford",152882,57.19,13.91,2.32,0.3,7.77,3.35,1.63,103053480090.0,26229074967.0,24197968800.0,81709341239.0,79054179921.0,29751372287.0,142619135300.0
"VA, Staunton",24932,78.55,11.47,0.73,0.16,2.06,2.24,7.39,301105260.0,306078197.0,159006573.0,462100907.0,301975636.0,109340283.0,517361439.0
"VA, Suffolk",92108,46.72,38.84,1.44,0.25,2.62,2.11,3.37,20450401204.0,8986129245.0,7913766461.0,21204619272.0,19049712084.0,6939816469.0,23034592462.0
"VA, Surry",6422,55.79,50.45,0.36,0.33,1.34,1.84,5.65,5580076.0,4206667.0,3979842.0,9597037.0,5806901.0,1641463.0,5460433.99
"VA, Sussex",11159,41.79,62.69,0.41,0.17,2.4,0.82,4.54,23310705.0,20135411.0,27332855.0,59061351.0,26598146.0,8280759.0,17694715.0
"VA, Tazewell",40595,105.17,3.28,0.7,0.13,0.73,1.05,6.21,1361374840.0,1151260804.0,1222946702.0,2438971957.0,1342753102.0,686208137.0,998989771.0
"VA, Virginia",8535519,60.76,17.85,5.11,0.24,7.4,2.73,3.82,1.4408404371029352e+16,7592862205375540.0,6408653803701303.0,1.4895651891320568e+16,1.193434040969027e+16,4830474246670472.0,2.4116475533095996e+16
"VA, Virginia Beach",449974,62.77,18.49,5.85,0.3,6.44,3.92,3.49,2189359233380.0,965752643234.0,588437497425.0,1912310502565.0,2337491115154.0,991588656401.0,3281072571964.0
"VA, Warren",40164,83.02,4.26,0.87,0.26,3.28,2.04,3.69,1566042958.0,824156846.0,846256685.0,2326802938.0,1432958340.0,466038154.0,1406825231.0
"VA, Washington",53740,98.25,1.28,0.38,0.17,1.35,0.71,5.99,3041917232.0,2754851587.0,2215375073.0,5322561147.0,2910802917.0,1532366006.0,3539228804.0
"VA, Waynesboro",22630,73.81,9.62,0.68,0.22,5.91,3.01,7.02,270141552.0,196806547.0,161009508.0,387365178.0,225228922.0,70876934.0,314388633.0
"VA, Westmoreland",18015,61.54,26.95,0.51,0.36,5.56,2.16,7.02,116996796.0,122091979.0,90514206.0,197709941.0,138546159.0,45435632.0,112453233.0
"VA, Williamsburg",14954,66.55,12.83,5.36,0.23,6.29,3.27,4.15,33364468.0,44679711.0,17621495.0,62614192.0,48145898.0,16234960.0,189788093.0
"VA, Winchester",28078,64.41,9.91,2.13,0.13,14.39,2.85,4.77,491866473.0,310540434.0,351930214.0,544687649.0,394344840.0,146085622.0,776627372.0
"VA, Wise",37383,102.46,5.67,0.38,0.14,1.26,1.03,5.06,1084591110.0,739271629.0,1258438508.0,1548976568.0,1159915612.0,474167841.0,782733478.0
"VA, Wythe",28684,96.39,2.82,0.43,0.14,0.98,1.2,5.52,493251785.0,420765596.0,325899863.0,893777090.0,439030994.0,252591017.0,448821990.0
"VA, York",68280,70.99,12.59,4.64,0.33,4.24,3.29,3.74,8400743084.0,3858402428.0,1699356737.0,6027704459.0,6015582710.0,3110126005.0,14980447644.0
"VT, Addison",36777,94.24,0.73,1.42,0.2,1.86,1.72,5.14,1013193478.0,689393691.0,323664815.0,1448578728.0,805442044.0,426458369.0,1970121088.0
"VT, Bennington",35470,100.13,0.82,0.74,0.2,1.48,1.32,6.66,913899093.0,840802162.0,394043324.0,1297374130.0,805071458.0,350386848.0,1615678718.0
"VT, Caledonia",29993,99.72,0.5,0.84,0.42,1.1,1.47,5.73,586795949.0,414166739.0,234520666.0,952115488.0,515099482.0,213200442.0,783174517.0
"VT, Chittenden",163774,87.22,1.94,2.67,0.23,1.74,1.84,4.45,87855209527.0,49636650124.0,24735177002.0,83437638436.0,68103544325.0,37548009688.0,225448992289.0
"VT, Essex",6163,98.88,0.26,0.36,0.58,0.96,1.35,8.03,4443954.0,4531346.0,3091792.0,10756654.0,3505760.99,2263732.0,3786855.01
"VT, Franklin",49402,91.68,0.4,0.45,0.99,1.16,2.05,4.76,2981629057.0,1466042884.0,1125096957.0,4574581232.0,2159405388.0,1297888356.0,2900114769.0
"VT, Grand Isle",7235,91.22,0.32,0.29,0.88,1.11,2.7,4.49,7699993.01,5323513.01,2701043.0,10217773.01,6150546.0,3742665.0,15059725.0
"VT, Lamoille",25362,92.37,0.56,0.49,0.35,1.27,1.44,4.26,364454730.0,217604946.0,117067949.0,417135408.0,297687236.0,176245357.0,623226513.0
"VT, Orange",28892,96.56,0.37,0.47,0.27,0.98,1.52,5.67,504020651.0,356437137.0,197668374.0,871977317.0,410445530.0,230306800.0,701271536.0
"VT, Orleans",27037,96.68,0.56,0.33,0.43,1.13,1.65,6.27,420544042.0,350221887.0,231069017.0,779757084.0,368058196.0,171857987.0,425587795.0
"VT, Rutland",58191,102.02,0.54,0.64,0.23,1.17,1.37,6.49,3798969176.0,3278850453.0,1458771558.0,6784914066.0,3683500192.0,1701900539.0,6075506421.0
"VT, Vermont",623989,94.59,0.95,1.26,0.32,1.48,1.72,5.57,5017088620814.0,3537473049840.0,1780358987713.0,6996061304222.0,4156364384184.0,2124672049505.0,9238359691829.0
"VT, Washington",58409,96.69,0.7,0.85,0.22,1.7,1.8,5.86,4122932438.0,2883494042.0,1258202287.0,5369535281.0,3401717380.0,1562517850.0,8334907643.0
"VT, Windham",42222,99.25,0.91,1.09,0.25,1.94,2.06,7.36,1494078670.0,1211877799.0,570998084.0,2224093250.0,1270884733.0,595777331.0,2865329319.0
"VT, Windsor",55062,98.24,0.56,0.96,0.26,1.26,1.71,6.5,3313783682.0,2973309457.0,1096004154.0,4855465721.0,2888721560.0,1470737956.0,6382595424.0
"WA, Adams",19983,36.34,0.24,0.5,0.38,55.54,2.66,2.1,277447769.0,81621163.0,263751021.0,228970210.0,141359342.0,49755272.0,114125711.0
"WA, Asotin",22582,88.68,0.39,0.5,1.2,2.85,2.31,5.52,250485867.0,222132811.0,99592491.0,322184394.0,352067155.0,131770261.0,245998372.0
"WA, Benton",204390,63.82,0.99,2.26,0.63,16.0,3.04,3.7,232333174762.0,100327492658.0,83943232575.0,208863827305.0,210371914832.0,86704576222.0,263961233473.0
"WA, Chelan",77200,66.32,0.23,0.74,0.67,24.24,2.58,4.82,11470308064.0,7094593536.0,7990953472.0,12128274400.0,9578058864.0,4460940240.0,11851141840.0
"WA, Clallam",77331,78.11,0.72,1.28,4.3,4.69,3.51,7.53,8412183723.0,11131327278.0,3475026240.0,12149137793.0,13222562445.0,4715295617.0,12682560845.0
"WA, Clark",488241,71.23,1.64,3.54,0.61,6.59,3.53,3.56,3080742223611.0,1332635495580.0,853660020804.0,2821647792028.0,3126296505280.0,1273946515470.0,3563102687887.0
"WA, Columbia",3985,91.57,0.3,0.58,1.18,6.37,2.74,9.41,1276754.0,1454644.99,558976.01,1375223.99,1719846.0,1054430.99,1618189.01
"WA, Cowlitz",110593,79.41,0.52,1.33,1.23,7.21,3.46,4.98,32652597627.0,20870657529.0,14526535427.0,41376835919.0,40557371649.0,15810770097.0,22991479583.0
"WA, Douglas",43429,60.03,0.2,0.62,0.67,25.36,2.33,3.52,2231984815.0,1159938212.0,1466425785.0,2422289824.0,1774233600.0,846660515.0,1681438422.0
"WA, Ferry",7627,74.24,0.24,0.68,15.93,3.33,4.71,5.26,8801329.0,8388251.0,5776385.0,15502640.0,11349205.0,3414608.0,8324260.0
"WA, Franklin",95222,35.5,1.41,1.45,0.37,42.01,2.59,2.03,29511110827.0,6294470340.0,21609927305.0,22058755250.0,19447393787.0,7979161770.0,15244732728.0
"WA, Garfield",2225,94.47,0.0,1.71,0.22,4.09,1.98,7.28,220808.99,246040.0,61388.0,307428.0,311388.99,151990.02,269804.0
"WA, Grant",97733,52.25,0.73,0.8,0.8,34.96,3.17,3.18,28518628181.0,11034169070.0,21763637921.0,25369419747.0,21601258451.0,8069309508.0,16547433222.0
"WA, Grays Harbor",75061,78.98,1.02,1.33,4.0,8.36,3.75,5.29,9134653480.0,6884935697.0,4363088762.0,14382867559.0,11944405889.0,4638598661.0,6961560218.0
"WA, Island",85141,76.59,1.93,3.97,0.66,5.04,4.12,5.39,12812589828.0,11349743142.0,2887997194.0,13379460308.0,17810768393.0,6929309265.0,20710364345.0
"WA, Jefferson",32221,82.81,0.74,1.43,1.95,2.63,3.17,7.65,497709732.0,878103447.0,164761117.0,691021232.0,771481258.0,235150791.0,1482746945.0
"WA, King",2252782,55.54,5.16,12.43,0.57,7.65,4.3,3.49,244779197198439.0,124733499706303.0,78745637406136.0,171441508287743.0,202496611924854.0,90458291600711.0,600151347113714.0
"WA, Kitsap",271473,73.21,2.33,4.45,1.3,5.78,5.32,4.08,450152247471.0,265289214263.0,104613727670.0,443364700353.0,573927348470.0,215241179531.0,663550988616.0
"WA, Kittitas",47935,73.46,0.71,1.66,0.74,6.51,2.6,4.49,2014449680.0,1403244396.0,944840553.0,2742611571.0,2933096153.0,835467264.0,3558317631.0
"WA, Klickitat",22425,75.91,0.19,0.54,1.94,9.68,2.99,4.76,248775101.0,201202482.0,135274776.0,279450707.0,259888707.0,98313218.0,354832569.0
"WA, Lewis",80707,80.39,0.46,0.8,1.18,8.09,3.02,5.19,12164836172.0,9110600010.0,6555958741.0,15299841478.0,14807411753.0,6590480353.0,9316430301.0
"WA, Lincoln",10939,90.42,0.23,0.37,1.48,2.18,2.16,5.62,29676085.0,27211091.0,9537058.0,38291751.0,37370359.0,12851684.0,32835159.0
"WA, Mason",66768,75.41,0.91,1.04,2.79,7.25,3.76,4.12,6069074993.0,5449863220.0,3384041937.0,9279701739.0,8581138201.0,3271701439.0,5248363405.0
"WA, Okanogan",42243,66.5,0.31,0.53,10.39,17.11,3.45,5.77,1772158059.0,1295883019.0,1212726407.0,2286264240.0,1904565786.0,626527899.0,1508056513.0
"WA, Pacific",22471,78.76,0.3,1.89,1.9,7.46,3.13,7.29,203341652.0,281153781.0,133204717.0,339172106.0,337657336.0,109977119.0,214652430.0
"WA, Pend Oreille",13724,85.08,0.36,0.53,3.4,2.85,2.73,5.52,55826350.0,49403792.0,22903160.0,80029173.0,70931945.0,30907958.0,53716834.0
"WA, Pierce",904980,61.79,5.68,5.14,1.01,8.05,6.01,3.43,18462546428107.0,8182517104796.0,6263462544079.0,20192742169642.0,18994971049057.0,8539350528751.0,20126322176120.0
"WA, San Juan",17582,80.92,0.28,1.02,0.48,4.87,2.27,7.21,85937300.0,126030941.0,22504433.0,86833630.0,126092829.0,37342586.0,270733262.0
"WA, Skagit",129205,69.42,0.5,1.57,1.58,15.25,2.89,4.67,51183595589.0,34835227504.0,21176252451.0,56799434063.0,56946341440.0,24162797601.0,56609124143.0
"WA, Skamania",12083,82.08,0.36,0.79,1.24,4.58,2.72,3.21,39186136.0,25433023.0,14760472.0,53596201.0,48062791.0,16848294.0,43142714.0
"WA, Snohomish",822083,64.45,2.1,7.63,1.03,7.82,3.98,3.23,13567298458417.0,5728051460857.0,4279768216636.0,12955816105898.0,14154721598323.0,5950666719851.0,18217078382460.0
"WA, Spokane",522798,78.16,1.48,1.87,1.24,4.07,3.42,4.53,3320755984210.0,1848994570659.0,881504403652.0,3320919975486.0,3814996467594.0,1875096416193.0,4396507312668.0
"WA, Stevens",45723,83.68,0.32,0.51,4.98,2.59,3.18,4.67,2304669644.0,1650731982.0,897073372.0,3300627691.0,2617631234.0,956028151.0,1787456555.0
"WA, Thurston",290536,68.5,2.21,4.41,1.04,6.12,4.64,4.05,565039912646.0,318576187189.0,153543912149.0,522530448680.0,634164217429.0,266275026654.0,875943125426.0
"WA, Wahkiakum",4488,81.95,0.18,0.49,1.07,2.41,2.74,5.86,1667786.01,2306293.0,713053.01,2715150.0,2652721.99,1206509.0,1752384.0
"WA, Walla Walla",60760,71.76,1.65,1.21,0.74,19.08,3.01,4.72,5051459412.0,3348811704.0,2630022119.0,4445638464.0,5831900953.0,2836761665.0,6686916888.0
"WA, Washington",7614893,64.04,3.02,6.25,1.17,9.93,4.11,3.81,1.038553260553924e+16,5435622862277735.0,3829539136203213.5,9714123213357630.0,1.0298790457544462e+16,4408610673815776.0,1.5905114259339096e+16
"WA, Whatcom",229247,71.83,0.78,3.05,2.21,6.87,3.29,4.09,252764617563.0,159512467401.0,86456893117.0,281485481795.0,289536783154.0,134528207768.0,412781607177.0
"WA, Whitman",50104,73.37,1.44,6.88,0.54,4.07,3.25,3.08,1893100977.0,1196210954.0,572122545.0,1995525578.0,2524720017.0,1223072210.0,6262721923.0
"WA, Yakima",250873,46.25,0.69,0.94,3.62,43.64,3.63,3.17,480626695523.0,182524354578.0,415738379020.0,443713992413.0,326153479654.0,130160551483.0,263159572911.0
"WI, Adams",20220,94.03,3.02,0.4,0.89,3.87,1.36,7.38,135492400.0,194039410.0,103315910.0,351895737.0,188356377.0,68563796.0,114518396.0
"WI, Ashland",15562,86.97,0.3,0.37,11.01,1.94,3.45,6.63,87328653.0,59890046.0,29279125.0,139517532.0,84422449.0,48919458.0,74735416.0
"WI, Barron",45244,96.29,0.88,0.49,0.84,1.91,1.15,5.76,2049475833.0,1685515904.0,907852983.0,3345648567.0,1870566579.0,1230054057.0,1907412840.0
"WI, Bayfield",15036,86.16,0.29,0.32,9.26,1.05,2.87,7.42,64591498.0,70469522.0,16752660.0,99068896.0,76279883.0,42118994.0,105715560.0
"WI, Brown",264542,78.51,2.0,2.52,2.26,6.8,2.04,4.35,461534388094.0,214937158169.0,146165386032.0,553008474798.0,359723891504.0,231592987031.0,560839513218.0
"WI, Buffalo",13031,100.8,0.27,0.21,0.28,1.82,0.84,5.56,49193067.0,40057424.0,20207041.0,89386405.0,39293286.0,29733224.0,42655545.0
"WI, Burnett",15414,91.26,0.53,0.34,4.57,1.26,2.42,6.36,73035540.0,84558738.0,24994572.0,133312603.0,89073036.0,42695239.0,76148089.0
"WI, Calumet",50089,90.49,0.47,2.05,0.36,3.37,1.16,3.63,3396810580.0,1443876534.0,734106388.0,3941494394.0,2435898695.0,1754981316.0,3700137542.0
"WI, Chippewa",64658,91.29,1.49,1.19,0.42,1.24,1.0,4.76,6371321084.0,3870870141.0,1955711173.0,9568269296.0,5580758710.0,4261762019.0,5664790186.0
"WI, Clark",34774,94.51,0.21,0.37,0.47,3.72,0.55,4.41,1223258212.0,656008033.0,745490924.0,1673454935.0,798213524.0,459749488.0,528192023.0
"WI, Columbia",57532,93.21,1.21,0.52,0.4,2.51,1.04,5.15,4444575402.0,2778356056.0,1387192023.0,6418949373.0,4289008874.0,2511575569.0,4435638381.0
"WI, Crawford",16131,99.13,1.79,0.39,0.22,0.93,0.79,5.82,93909520.0,77230066.0,36325238.0,166507892.0,90318598.0,49179548.0,77412185.0
"WI, Dane",546695,73.07,4.52,4.19,0.24,5.29,2.21,3.66,3552164287734.0,1678065951756.0,686397298159.0,2906623261816.0,2762266435228.0,1593484204307.0,8390568850373.0
"WI, Dodge",87839,92.58,2.69,0.52,0.42,4.01,1.0,4.63,14950692334.0,10118355358.0,6246622174.0,27706271368.0,14460745716.0,7835282720.0,11524154431.0
"WI, Door",27668,95.72,0.5,0.4,0.51,2.43,0.99,6.68,386969352.0,476152446.0,119191254.0,642805664.0,442928712.0,199264383.0,713845744.0
"WI, Douglas",43150,94.68,1.1,0.86,1.94,1.14,2.72,5.27,1721719520.0,1156998642.0,503836228.0,2500375941.0,2021303066.0,1069488284.0,1939378476.0
"WI, Dunn",45368,90.87,0.47,2.51,0.34,1.38,1.19,4.4,1929202972.0,1133686888.0,587426225.0,3112287900.0,1916029920.0,1117426997.0,2604516541.0
"WI, Eau Claire",104646,86.88,0.8,3.13,0.41,1.72,1.53,4.68,24225327150.0,14427659131.0,6787296655.0,28689962931.0,24353451527.0,17707419647.0,37057457091.0
"WI, Florence",4295,99.81,0.23,0.3,0.7,0.86,1.12,5.42,1387199.0,1667620.0,549717.0,2981030.99,1931419.0,881764.0,1579057.0
"WI, Fond du Lac",103403,90.32,1.19,1.09,0.41,4.22,1.27,4.97,25063539859.0,16562187764.0,9014577375.0,39867933494.0,23177439152.0,13014521828.0,25485881140.0
"WI, Forest",9004,84.92,0.79,0.13,13.47,1.53,2.51,6.04,16027930.0,14811850.0,8180134.0,28577886.0,16911583.0,8609805.0,10717731.0
"WI, Grant",51439,95.83,1.11,0.58,0.17,1.26,0.63,4.78,2893633560.0,2119158202.0,1054154859.0,4781798246.0,2705769587.0,1823073775.0,3245812217.0
"WI, Green",36960,95.0,0.37,0.53,0.14,2.79,0.93,5.14,1226842109.0,753235190.0,381671875.0,1789924382.0,1070020459.0,616221514.0,1191051523.0
"WI, Green Lake",18913,95.12,0.42,0.45,0.24,3.93,0.66,5.77,155814750.0,129702517.0,69286830.0,261515536.0,135640443.0,73615070.0,136427412.0
"WI, Iowa",23678,96.73,0.36,0.52,0.15,1.42,0.85,5.06,329997208.0,183219654.0,63521444.0,468533161.0,297872081.0,171389888.0,326184813.0
"WI, Iron",5687,101.49,0.05,0.32,0.58,0.62,0.98,8.33,3049824.0,4670164.01,1005860.0,6193484.0,4903047.0,2609992.0,3680512.99
"WI, Jackson",20643,87.13,1.89,0.25,5.87,2.51,1.47,5.59,199260067.0,142072970.0,88933966.0,365707672.0,201561142.0,95326071.0,128138326.0
"WI, Jefferson",84769,89.54,0.74,0.65,0.25,6.55,1.25,4.43,14454921775.0,8034424469.0,5000586887.0,20330736719.0,12759077241.0,7333810380.0,15488956077.0
"WI, Juneau",26687,92.58,2.04,0.42,1.35,2.57,1.21,5.42,404456163.0,333378808.0,219641215.0,788472219.0,436291352.0,194927986.0,261304693.0
"WI, Kenosha",169561,76.6,6.28,1.38,0.3,11.55,2.82,4.14,125434569140.0,54698649078.0,48264190640.0,146644132259.0,114845599991.0,50296881126.0,127455759998.0
"WI, Kewaunee",20434,96.53,0.31,0.29,0.37,2.27,0.92,4.89,201091198.0,140713837.0,58707291.0,340636006.0,182009316.0,106099050.0,165808424.0
"WI, La Crosse",118016,88.48,1.32,4.01,0.37,1.48,1.57,4.62,35077104973.0,21795577252.0,8222959526.0,41800042194.0,35476832246.0,21558805292.0,57310014116.0
"WI, Lafayette",16665,96.62,0.23,0.34,0.22,3.13,0.58,5.09,119559376.0,71513515.0,42602573.0,187573574.0,90926240.0,54544712.0,87204779.0
"WI, Langlade",19189,99.58,0.36,0.32,0.9,1.69,1.48,7.17,149091430.0,140953759.0,68856656.0,299140007.0,144856802.0,76036988.0,117682299.0
"WI, Lincoln",27593,100.62,0.55,0.45,0.32,1.23,1.06,5.95,460707076.0,385102808.0,168339650.0,801117227.0,481949547.0,262597890.0,386930017.0
"WI, Manitowoc",78981,95.23,0.52,2.57,0.5,3.25,1.29,6.1,11016305421.0,8296537820.0,3928691068.0,19004685443.0,10480461196.0,5879313258.0,9974559458.0
"WI, Marathon",135692,89.18,0.6,5.24,0.42,2.2,1.28,4.5,61261466999.0,35377429628.0,20399008504.0,85619124058.0,46774655276.0,33550927108.0,63496722672.0
"WI, Marinette",40350,99.78,0.26,0.54,0.54,1.29,1.09,6.56,1348085430.0,1298753520.0,586124100.0,2735245800.0,1522620162.0,681369468.0,1043952147.0
"WI, Marquette",15574,94.37,0.48,0.44,0.52,2.51,0.82,6.58,75651172.0,79580492.0,41209115.0,154552482.0,84358751.0,40481498.0,57144588.0
"WI, Menominee",4556,9.81,0.42,0.02,77.66,3.91,1.19,3.05,3082453.01,1077312.01,765955.0,4024816.0,2027967.01,942362.99,1695880.0
"WI, Milwaukee",945726,54.45,26.31,3.38,0.55,13.33,2.99,4.63,21095621138126.0,9744283698720.0,9907958473686.0,23995079488822.0,17856381101792.0,6632942540126.0,26193240635006.0
"WI, Monroe",46253,89.21,1.03,0.61,1.0,3.59,1.34,4.63,2584536697.0,1378376865.0,902801669.0,3645649434.0,2208868444.0,1103899537.0,2033870681.0
"WI, Oconto",37930,95.35,0.18,0.29,1.17,1.37,1.02,4.85,1221875124.0,872562202.0,522098864.0,2277438197.0,1114980798.0,626259575.0,916154393.0
"WI, Oneida",35595,97.09,0.42,0.53,0.83,1.08,1.3,6.65,831661513.0,977240080.0,309782573.0,1441216989.0,1024879716.0,507561919.0,1226459896.0
"WI, Outagamie",187885,84.29,0.9,2.77,1.45,3.38,1.45,4.25,166739672439.0,78198272472.0,38943812646.0,210092552318.0,131862508493.0,85562013579.0,196787690232.0
"WI, Ozaukee",89221,90.44,1.28,1.69,0.2,2.19,1.11,5.0,16747061854.0,10859559889.0,2244828911.0,14172672874.0,13516737034.0,6313383241.0,34775745900.0
"WI, Pepin",7287,100.25,0.25,0.18,0.23,0.99,0.59,6.24,8825286.0,6924253.0,3488724.0,14698170.0,7996900.0,4534773.01,7975694.0
"WI, Pierce",42754,91.84,0.52,0.7,0.33,1.46,1.2,3.32,1745100279.0,815976764.0,381483681.0,2506788441.0,1697757920.0,950144802.0,2278848483.0
"WI, Polk",43783,97.01,0.21,0.34,0.97,1.5,1.04,5.02,1993245593.0,1341290892.0,517576794.0,3133831710.0,1891072271.0,1095729120.0,1754585336.0
"WI, Portage",70772,91.7,0.51,2.76,0.31,2.62,1.22,4.25,7365758676.0,4533853189.0,2162245252.0,11311093145.0,6514784824.0,3788061392.0,11671216467.0
"WI, Price",13351,102.32,0.25,0.43,0.37,1.15,1.11,6.95,45364428.0,49874129.0,19571765.0,96165384.0,51496142.0,31532258.0,39232715.0
"WI, Racine",196311,74.07,10.81,1.06,0.31,11.48,2.5,4.62,187772594399.0,99636167865.0,72120030424.0,239197711587.0,174634987206.0,80151350970.0,190439424367.0
"WI, Richland",17252,100.37,0.46,0.51,0.26,2.09,0.78,6.14,119677642.0,92474170.0,50627202.0,209651652.0,102563830.0,52918957.0,97712395.0
"WI, Rock",163354,82.96,4.75,0.98,0.23,7.42,2.27,4.81,109238457694.0,59151595841.0,40272292166.0,157476082024.0,92141679401.0,49510475432.0,96499263333.0
"WI, Rusk",14178,100.75,0.39,0.29,0.49,1.22,1.01,6.32,64043586.0,57249204.0,34313312.0,118297688.0,51882123.0,33328366.0,47178429.0
"WI, Sauk",64442,88.97,0.51,0.52,1.07,4.15,1.17,4.57,6377411022.0,4011577009.0,2431032563.0,9060101195.0,5725426176.0,3094229673.0,6450499850.0
"WI, Sawyer",16558,78.54,0.46,0.3,16.12,1.62,3.07,6.58,94697355.0,94012019.0,34791835.0,154520746.0,102949862.0,51680498.0,110050760.0
"WI, Shawano",40899,90.35,0.32,0.44,7.4,2.21,2.01,5.32,1559150042.0,1252706105.0,588131301.0,3064772700.0,1272611648.0,841215131.0,1074560694.0
"WI, Sheboygan",115340,87.15,1.39,4.58,0.34,5.49,1.63,5.22,36641321926.0,22341588680.0,10485673587.0,55054441740.0,32506651669.0,16838006786.0,38555669503.0
"WI, St. Croix",90687,88.1,0.6,0.99,0.31,1.87,1.28,3.34,20233832237.0,7488071840.0,2838970138.0,18329945732.0,16319967225.0,10709464523.0,26383837344.0
"WI, Taylor",20343,98.85,0.27,0.27,0.2,1.55,0.73,5.14,207084417.0,135614575.0,98038206.0,365749645.0,163383177.0,87568071.0,127172230.0
"WI, Trempealeau",29649,90.3,0.18,0.4,0.17,5.62,0.84,5.08,631782832.0,413071943.0,243061020.0,1017603490.0,475309345.0,367888053.0,502472573.0
"WI, Vernon",30822,93.68,0.34,0.3,0.17,1.28,0.89,5.26,774816381.0,488107671.0,310458602.0,1105224831.0,514232707.0,343518587.0,654642020.0
"WI, Vilas",22195,83.56,0.14,0.27,10.32,1.21,1.17,7.83,194288593.0,283501618.0,68670886.0,327787967.0,272565476.0,106356220.0,317935607.0
"WI, Walworth",103868,85.39,0.87,0.79,0.19,10.18,1.46,4.36,26311143767.0,15083487644.0,10264237837.0,35060667290.0,25195606640.0,9278162825.0,32261035185.0
"WI, Washburn",15720,96.87,0.17,0.38,1.11,1.32,1.48,6.49,78904968.0,82512865.0,30173125.0,130602074.0,90321775.0,48113890.0,89259103.0
"WI, Washington",136034,91.41,0.82,1.03,0.25,2.49,1.12,4.31,61800130571.0,33984889939.0,12888905901.0,76197214142.0,54732975184.0,28738651667.0,79176558712.0
"WI, Waukesha",404198,87.36,1.17,2.64,0.21,3.99,1.25,4.69,1588831825659.0,942990069867.0,248968720871.0,1496066921462.0,1286831247979.0,635369353432.0,2936389938795.0
"WI, Waupaca",50990,98.35,0.29,0.37,0.46,2.56,0.9,5.47,3002716966.0,2393021888.0,1082111820.0,5405358628.0,2596860022.0,1528788299.0,2644439811.0
"WI, Waushara",24443,91.3,1.82,0.37,0.44,5.44,1.15,5.8,288155105.0,291023002.0,193218737.0,612755212.0,300940749.0,116026766.0,237430747.0
"WI, Winnebago",171907,88.13,1.66,2.21,0.55,3.36,1.44,4.99,109936457016.0,67972593374.0,36245549194.0,169669948423.0,102979911918.0,55111555110.0,144015842203.0
